"addresscountryname","city_actual","rating_reviewcount","center1distance","center1label","center2distance","center2label","neighbourhood","price","price_night","s_city","starrating","rating2_ta","rating2_ta_reviewcount","accommodationtype","guestreviewsrating","scarce_room","hotel_id","offer","offer_cat","year","month","weekend","holiday"
"Austria","Vienna",1,"0.7 miles","City centre","3.0 miles","Donauturm","Innere Stadt",114,"price for 1 night","Vienna",3,NA,NA,"_ACCOM_TYPE@Guest House","3 /5",1,22027,0,"0% no offer",2017,11,0,0
"Austria","Vienna",148,"0.4 miles","City centre","2.7 miles","Donauturm","Innere Stadt",163,"price for 1 night","Vienna",4,4,388,"_ACCOM_TYPE@Hotel","4.1 /5",1,22028,0,"0% no offer",2017,11,0,0
"Austria","Vienna",163,"0.2 miles","City centre","2.8 miles","Donauturm","Innere Stadt",116,"price for 1 night","Vienna",4,4.5,212,"_ACCOM_TYPE@Apart-hotel","4.5 /5",1,22029,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",493,"0.5 miles","City centre","3.3 miles","Donauturm","Innere Stadt",226,"price for 1 night","Vienna",5,4.5,2985,"_ACCOM_TYPE@Hotel","4.3 /5",0,22030,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",56,"0.1 miles","City centre","2.7 miles","Donauturm","Innere Stadt",231,"price for 1 night","Vienna",4,4.5,282,"_ACCOM_TYPE@Hotel","4.4 /5",0,22031,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",247,"0.4 miles","City centre","2.6 miles","Donauturm","Innere Stadt",116,"price for 1 night","Vienna",4,4.5,1274,"_ACCOM_TYPE@Hotel","4.4 /5",1,22032,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",169,"0.4 miles","City centre","2.6 miles","Donauturm","Innere Stadt",76,"price for 1 night","Vienna",3,4,167,"_ACCOM_TYPE@Guest House","3.7 /5",1,22033,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",1,"0.3 miles","City centre","2.6 miles","Donauturm","Innere Stadt",135,"price for 1 night","Vienna",3.5,NA,NA,"_ACCOM_TYPE@Apartment","1 /5",1,22034,0,"0% no offer",2017,11,0,0
"Austria","Vienna",599,"0.6 miles","City centre","2.7 miles","Donauturm","Innere Stadt",184,"price for 1 night","Vienna",5,4.5,1330,"_ACCOM_TYPE@Hotel","4.5 /5",0,22035,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",258,"0.6 miles","City centre","2.5 miles","Donauturm","Innere Stadt",384,"price for 1 night","Vienna",5,5,1207,"_ACCOM_TYPE@Hotel","4.8 /5",0,22036,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",703,"0.6 miles","City centre","2.8 miles","Donauturm","Innere Stadt",166,"price for 1 night","Vienna",4,4,1592,"_ACCOM_TYPE@Hotel","4.3 /5",1,22037,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",230,"0.5 miles","City centre","3.1 miles","Donauturm","Innere Stadt",187,"price for 1 night","Vienna",5,4,468,"_ACCOM_TYPE@Hotel","4.1 /5",0,22038,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",112,"0.5 miles","City centre","3.1 miles","Donauturm","Innere Stadt",371,"price for 1 night","Vienna",5,4.5,1319,"_ACCOM_TYPE@Hotel","4.6 /5",0,22039,1,"1-15% offer",2017,11,0,0
"Austria","Vienna",278,"0.1 miles","City centre","2.7 miles","Donauturm","Innere Stadt",156,"price for 1 night","Vienna",4,4.5,272,"_ACCOM_TYPE@Pension","4.4 /5",1,22040,0,"0% no offer",2017,11,0,0
"Austria","Vienna",NA,"0.3 miles","City centre","2.5 miles","Donauturm","Innere Stadt",220,"price for 1 night","Vienna",3.5,NA,NA,"_ACCOM_TYPE@Apartment",NA,1,22041,0,"0% no offer",2017,11,0,0
"Austria","Vienna",81,"0.3 miles","City centre","2.5 miles","Donauturm","Innere Stadt",169,"price for 1 night","Vienna",4,4.5,561,"_ACCOM_TYPE@Hotel","4.5 /5",1,22042,0,"0% no offer",2017,11,0,0
"Austria","Vienna",NA,"0.3 miles","City centre","2.7 miles","Donauturm","Innere Stadt",103,"price for 1 night","Vienna",3,NA,NA,"_ACCOM_TYPE@Apartment",NA,1,22043,0,"0% no offer",2017,11,0,0
"Austria","Vienna",15,"0.3 miles","City centre","2.6 miles","Donauturm","Innere Stadt",266,"price for 1 night","Vienna",5,NA,NA,"_ACCOM_TYPE@Apartment","4.5 /5",1,22044,0,"0% no offer",2017,11,0,0
"Austria","Vienna",203,"0.1 miles","City centre","2.9 miles","Donauturm","Innere Stadt",131,"price for 1 night","Vienna",3,4,338,"_ACCOM_TYPE@Pension","3.9 /5",1,22045,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",150,"0.2 miles","City centre","2.8 miles","Donauturm","Innere Stadt",168,"price for 1 night","Vienna",4,4.5,154,"_ACCOM_TYPE@Apartment","4.6 /5",1,22046,0,"0% no offer",2017,11,0,0
"Austria","Vienna",NA,"0.2 miles","City centre","2.6 miles","Donauturm","Innere Stadt",101,"price for 1 night","Vienna",3,NA,NA,"_ACCOM_TYPE@Apartment",NA,1,22047,0,"0% no offer",2017,11,0,0
"Austria","Vienna",NA,"0.2 miles","City centre","3.0 miles","Donauturm","Innere Stadt",364,"price for 1 night","Vienna",3.5,NA,NA,"_ACCOM_TYPE@Apartment",NA,1,22049,0,"0% no offer",2017,11,0,0
"Austria","Vienna",404,"0.0 miles","City centre","2.8 miles","Donauturm","Innere Stadt",242,"price for 1 night","Vienna",4,4.5,2165,"_ACCOM_TYPE@Hotel","4.8 /5",0,22050,1,"1-15% offer",2017,11,0,0
"Austria","Vienna",404,"0.0 miles","City centre","2.8 miles","Donauturm","Innere Stadt",242,"price for 1 night","Vienna",4,4.5,2165,"_ACCOM_TYPE@Hotel","4.8 /5",0,22050,1,"1-15% offer",2017,11,0,0
"Austria","Vienna",123,"0.5 miles","City centre","2.4 miles","Donauturm","Innere Stadt",223,"price for 1 night","Vienna",4,3.5,276,"_ACCOM_TYPE@Hotel","3.5 /5",1,22051,0,"0% no offer",2017,11,0,0
"Austria","Vienna",653,"0.3 miles","City centre","2.7 miles","Donauturm","Innere Stadt",149,"price for 1 night","Vienna",4,4.5,930,"_ACCOM_TYPE@Hotel","4.4 /5",1,22052,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",NA,"0.2 miles","City centre","2.7 miles","Donauturm","Innere Stadt",232,"price for 1 night","Vienna",3.5,NA,NA,"_ACCOM_TYPE@Apartment",NA,1,22053,0,"0% no offer",2017,11,0,0
"Austria","Vienna",388,"0.5 miles","City centre","2.3 miles","Donauturm","Innere Stadt",114,"price for 1 night","Vienna",4,4,836,"_ACCOM_TYPE@Hotel","4 /5",0,22054,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",1,"0.1 miles","City centre","2.8 miles","Donauturm","Innere Stadt",253,"price for 1 night","Vienna",3.5,NA,NA,"_ACCOM_TYPE@Apartment","2 /5",1,22055,0,"0% no offer",2017,11,0,0
"Austria","Vienna",230,"0.3 miles","City centre","2.6 miles","Donauturm","Innere Stadt",163,"price for 1 night","Vienna",4,4.5,203,"_ACCOM_TYPE@Apart-hotel","4.4 /5",1,22057,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",69,"0.4 miles","City centre","3.1 miles","Donauturm","Innere Stadt",116,"price for 1 night","Vienna",3,4.5,774,"_ACCOM_TYPE@Pension","4.1 /5",1,22059,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",34,"0.2 miles","City centre","2.9 miles","Donauturm","Innere Stadt",139,"price for 1 night","Vienna",4,3.5,54,"_ACCOM_TYPE@Hotel","3.5 /5",1,22061,1,"1-15% offer",2017,11,0,0
"Austria","Vienna",6,"0.2 miles","City centre","2.7 miles","Donauturm","Innere Stadt",91,"price for 1 night","Vienna",3.5,NA,NA,"_ACCOM_TYPE@Apartment","3.2 /5",1,22063,0,"0% no offer",2017,11,0,0
"Austria","Vienna",102,"1.4 miles","City centre","3.6 miles","Donauturm","Josefstadt",79,"price for 1 night","Vienna",3,3.5,127,"_ACCOM_TYPE@Hotel","3.5 /5",1,22064,1,"1-15% offer",2017,11,0,0
"Austria","Vienna",65,"1.1 miles","City centre","3.2 miles","Donauturm","Josefstadt",66,"price for 1 night","Vienna",4,3.5,85,"_ACCOM_TYPE@Pension","3.7 /5",1,22065,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",9,"1.1 miles","City centre","3.2 miles","Donauturm","Josefstadt",100,"price for 1 night","Vienna",3,4,17,"_ACCOM_TYPE@Apartment","3 /5",1,22066,1,"1-15% offer",2017,11,0,0
"Austria","Vienna",11,"1.3 miles","City centre","3.4 miles","Donauturm","Josefstadt",75,"price for 1 night","Vienna",2.5,3.5,33,"_ACCOM_TYPE@Pension","3 /5",1,22067,1,"1-15% offer",2017,11,0,0
"Austria","Vienna",51,"1.2 miles","City centre","3.3 miles","Donauturm","Josefstadt",73,"price for 1 night","Vienna",2,3,87,"_ACCOM_TYPE@Pension","3.5 /5",1,22068,0,"0% no offer",2017,11,0,0
"Austria","Vienna",298,"0.8 miles","City centre","3.4 miles","Donauturm","Josefstadt",127,"price for 1 night","Vienna",5,4,876,"_ACCOM_TYPE@Hotel","4.1 /5",1,22069,1,"1-15% offer",2017,11,0,0
"Austria","Vienna",354,"0.9 miles","City centre","3.4 miles","Donauturm","Josefstadt",110,"price for 1 night","Vienna",3,4,419,"_ACCOM_TYPE@Hotel","4.1 /5",0,22071,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",92,"0.9 miles","City centre","3.3 miles","Donauturm","Josefstadt",88,"price for 1 night","Vienna",3,4,509,"_ACCOM_TYPE@Hotel","4.4 /5",1,22072,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",66,"1.2 miles","City centre","3.5 miles","Donauturm","Josefstadt",59,"price for 1 night","Vienna",3,4,88,"_ACCOM_TYPE@Pension","3.7 /5",0,22073,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",NA,"1.6 miles","City centre","3.8 miles","Donauturm","Josefstadt",355,"price for 1 night","Vienna",4,NA,NA,"_ACCOM_TYPE@Apartment",NA,1,22074,0,"0% no offer",2017,11,0,0
"Austria","Vienna",128,"1.6 miles","City centre","3.7 miles","Donauturm","Josefstadt",59,"price for 1 night","Vienna",3,4,967,"_ACCOM_TYPE@Hotel","3.9 /5",1,22075,1,"50%-75% offer",2017,11,0,0
"Austria","Vienna",530,"0.9 miles","City centre","3.4 miles","Donauturm","Josefstadt",119,"price for 1 night","Vienna",4,4,1358,"_ACCOM_TYPE@Hotel","4 /5",0,22076,1,"1-15% offer",2017,11,0,0
"Austria","Vienna",342,"0.9 miles","City centre","3.4 miles","Donauturm","Josefstadt",152,"price for 1 night","Vienna",4,4,1461,"_ACCOM_TYPE@Hotel","4.3 /5",0,22077,1,"1-15% offer",2017,11,0,0
"Austria","Vienna",194,"1.0 mile","City centre","3.4 miles","Donauturm","Josefstadt",102,"price for 1 night","Vienna",4,4,346,"_ACCOM_TYPE@Hotel","4 /5",0,22078,1,"1-15% offer",2017,11,0,0
"Austria","Vienna",1,"1.5 miles","City centre","3.5 miles","Donauturm","Josefstadt",363,"price for 1 night","Vienna",3.5,NA,NA,"_ACCOM_TYPE@Apartment","5 /5",1,22079,1,"1-15% offer",2017,11,0,0
"Austria","Vienna",63,"1.1 miles","City centre","3.4 miles","Donauturm","Josefstadt",54,"price for 1 night","Vienna",3,3,85,"_ACCOM_TYPE@Hotel","3.2 /5",1,22080,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",67,"1.1 miles","City centre","3.3 miles","Donauturm","Josefstadt",101,"price for 1 night","Vienna",3,4,44,"_ACCOM_TYPE@Apartment","4 /5",1,22081,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",84,"0.9 miles","City centre","3.5 miles","Donauturm","Josefstadt",75,"price for 1 night","Vienna",2,4.5,304,"_ACCOM_TYPE@Hotel","4 /5",1,22082,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",30,"0.9 miles","City centre","3.5 miles","Donauturm","Josefstadt",73,"price for 1 night","Vienna",2,4,103,"_ACCOM_TYPE@Hotel","3.9 /5",1,22083,1,"1-15% offer",2017,11,0,0
"Austria","Vienna",169,"1.0 mile","City centre","3.4 miles","Donauturm","Josefstadt",94,"price for 1 night","Vienna",3,4,452,"_ACCOM_TYPE@Hotel","4.1 /5",1,22084,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",65,"1.1 miles","City centre","3.3 miles","Donauturm","Josefstadt",64,"price for 1 night","Vienna",4,4,251,"_ACCOM_TYPE@Pension","3.5 /5",1,22085,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",91,"1.0 mile","City centre","3.3 miles","Donauturm","Josefstadt",81,"price for 1 night","Vienna",3.5,3.5,260,"_ACCOM_TYPE@Apart-hotel","3.7 /5",0,22086,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",1,"1.6 miles","City centre","4.0 miles","Donauturm","Josefstadt",162,"price for 1 night","Vienna",3,NA,NA,"_ACCOM_TYPE@Apartment","4 /5",1,22087,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",765,"0.9 miles","City centre","3.5 miles","Donauturm","Josefstadt",115,"price for 1 night","Vienna",4,4.5,2150,"_ACCOM_TYPE@Hotel","4.5 /5",0,22088,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",80,"1.2 miles","City centre","3.8 miles","Donauturm","Josefstadt",101,"price for 1 night","Vienna",4,4.5,90,"_ACCOM_TYPE@Apartment","4.4 /5",1,22089,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",43,"0.9 miles","City centre","3.2 miles","Donauturm","Josefstadt",68,"price for 1 night","Vienna",3,3.5,182,"_ACCOM_TYPE@Hotel","3.7 /5",1,22090,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",78,"0.4 miles","City centre","3.2 miles","Donauturm","Kaerntner Strasse",354,"price for 1 night","Vienna",5,4.5,1504,"_ACCOM_TYPE@Hotel","4.5 /5",0,22092,1,"1-15% offer",2017,11,0,0
"Austria","Vienna",184,"0.2 miles","City centre","3.0 miles","Donauturm","Kaerntner Strasse",153,"price for 1 night","Vienna",4,4,700,"_ACCOM_TYPE@Hotel","4.1 /5",1,22093,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",276,"0.2 miles","City centre","3.0 miles","Donauturm","Kaerntner Strasse",202,"price for 1 night","Vienna",5,4,615,"_ACCOM_TYPE@Hotel","4.3 /5",1,22094,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",313,"0.3 miles","City centre","3.1 miles","Donauturm","Kaerntner Strasse",169,"price for 1 night","Vienna",4,4,760,"_ACCOM_TYPE@Hotel","4.1 /5",1,22095,1,"1-15% offer",2017,11,0,0
"Austria","Vienna",323,"0.5 miles","City centre","3.3 miles","Donauturm","Kaerntner Strasse",182,"price for 1 night","Vienna",4,4.5,327,"_ACCOM_TYPE@Hotel","4.5 /5",0,22097,1,"1-15% offer",2017,11,0,0
"Austria","Vienna",NA,"0.1 miles","City centre","2.9 miles","Donauturm","Kaerntner Strasse",193,"price for 1 night","Vienna",3,NA,NA,"_ACCOM_TYPE@Apartment",NA,1,22098,0,"0% no offer",2017,11,0,0
"Austria","Vienna",90,"0.2 miles","City centre","3.0 miles","Donauturm","Kaerntner Strasse",138,"price for 1 night","Vienna",4,4.5,408,"_ACCOM_TYPE@Pension","4.1 /5",1,22099,1,"1-15% offer",2017,11,0,0
"Austria","Vienna",140,"0.4 miles","City centre","3.1 miles","Donauturm","Kaerntner Strasse",527,"price for 1 night","Vienna",5,5,1748,"_ACCOM_TYPE@Hotel","4.8 /5",1,22100,1,"1-15% offer",2017,11,0,0
"Austria","Vienna",512,"0.1 miles","City centre","2.8 miles","Donauturm","Kaerntner Strasse",142,"price for 1 night","Vienna",4,4,837,"_ACCOM_TYPE@Hotel","4.4 /5",0,22101,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",NA,"0.4 miles","City centre","3.1 miles","Donauturm","Kaerntner Strasse",98,"price for 1 night","Vienna",3.5,NA,NA,"_ACCOM_TYPE@Apartment",NA,1,22102,0,"0% no offer",2017,11,0,0
"Austria","Vienna",340,"0.6 miles","City centre","3.2 miles","Donauturm","Landstrasse",110,"price for 1 night","Vienna",4,4.5,2718,"_ACCOM_TYPE@Hotel","4.3 /5",0,22104,1,"1-15% offer",2017,11,0,0
"Austria","Vienna",34,"1.9 miles","City centre","3.2 miles","Donauturm","Landstrasse",82,"price for 1 night","Vienna",3.5,4,25,"_ACCOM_TYPE@Apartment","4.1 /5",1,22107,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",26,"0.9 miles","City centre","2.4 miles","Donauturm","Landstrasse",91,"price for 1 night","Vienna",3.5,NA,NA,"_ACCOM_TYPE@Apartment","2.5 /5",1,22108,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",NA,"1.6 miles","City centre","3.0 miles","Donauturm","Landstrasse",150,"price for 1 night","Vienna",3.5,NA,NA,"_ACCOM_TYPE@Apartment",NA,1,22109,0,"0% no offer",2017,11,0,0
"Austria","Vienna",97,"1.7 miles","City centre","3.0 miles","Donauturm","Landstrasse",83,"price for 1 night","Vienna",3.5,4.5,35,"_ACCOM_TYPE@Apartment","4.4 /5",1,22110,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",11,"1.8 miles","City centre","3.1 miles","Donauturm","Landstrasse",95,"price for 1 night","Vienna",4.5,NA,NA,"_ACCOM_TYPE@Apartment","4 /5",1,22111,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",15,"1.4 miles","City centre","2.8 miles","Donauturm","Landstrasse",131,"price for 1 night","Vienna",3,NA,NA,"_ACCOM_TYPE@Apartment","3.7 /5",0,22112,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",84,"1.1 miles","City centre","2.8 miles","Donauturm","Landstrasse",162,"price for 1 night","Vienna",4,5,610,"_ACCOM_TYPE@Bed and breakfast","4.8 /5",1,22113,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",152,"0.5 miles","City centre","3.0 miles","Donauturm","Landstrasse",177,"price for 1 night","Vienna",5,4,2015,"_ACCOM_TYPE@Hotel","4.3 /5",0,22114,1,"50%-75% offer",2017,11,0,0
"Austria","Vienna",3,"1.5 miles","City centre","3.6 miles","Donauturm","Landstrasse",122,"price for 1 night","Vienna",2,NA,NA,"_ACCOM_TYPE@Apartment","4 /5",1,22115,1,"1-15% offer",2017,11,0,0
"Austria","Vienna",25,"1.6 miles","City centre","3.7 miles","Donauturm","Landstrasse",79,"price for 1 night","Vienna",3,NA,NA,"_ACCOM_TYPE@Apartment","2 /5",1,22116,0,"0% no offer",2017,11,0,0
"Austria","Vienna",181,"1.4 miles","City centre","3.1 miles","Donauturm","Landstrasse",82,"price for 1 night","Vienna",4,4,395,"_ACCOM_TYPE@Hotel","4 /5",0,22117,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",359,"1.7 miles","City centre","3.3 miles","Donauturm","Landstrasse",82,"price for 1 night","Vienna",4,4,717,"_ACCOM_TYPE@Hotel","4.1 /5",1,22118,1,"1-15% offer",2017,11,0,0
"Austria","Vienna",160,"1.8 miles","City centre","3.4 miles","Donauturm","Landstrasse",66,"price for 1 night","Vienna",3,3.5,203,"_ACCOM_TYPE@Hotel","3.9 /5",0,22119,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",303,"0.8 miles","City centre","2.7 miles","Donauturm","Landstrasse",169,"price for 1 night","Vienna",4,4,1208,"_ACCOM_TYPE@Hotel","4.1 /5",0,22120,0,"0% no offer",2017,11,0,0
"Austria","Vienna",254,"0.8 miles","City centre","2.7 miles","Donauturm","Landstrasse",59,"price for 1 night","Vienna",3,3.5,189,"_ACCOM_TYPE@Guest House","3.7 /5",1,22122,0,"0% no offer",2017,11,0,0
"Austria","Vienna",173,"1.5 miles","City centre","3.8 miles","Donauturm","Landstrasse",109,"price for 1 night","Vienna",4,4,666,"_ACCOM_TYPE@Hotel","4.1 /5",0,22123,0,"0% no offer",2017,11,0,0
"Austria","Vienna",114,"0.7 miles","City centre","2.6 miles","Donauturm","Landstrasse",104,"price for 1 night","Vienna",3,3,72,"_ACCOM_TYPE@Hotel","3.4 /5",1,22125,0,"0% no offer",2017,11,0,0
"Austria","Vienna",249,"0.9 miles","City centre","2.5 miles","Donauturm","Landstrasse",145,"price for 1 night","Vienna",3.5,4.5,730,"_ACCOM_TYPE@Hotel","4.3 /5",0,22126,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",1,"1.4 miles","City centre","3.6 miles","Donauturm","Landstrasse",58,"price for 1 night","Vienna",3.5,NA,NA,"_ACCOM_TYPE@Apartment","2 /5",1,22127,0,"0% no offer",2017,11,0,0
"Austria","Vienna",6,"1.3 miles","City centre","3.4 miles","Donauturm","Landstrasse",107,"price for 1 night","Vienna",4,NA,NA,"_ACCOM_TYPE@Vacation home Condo","4.3 /5",1,22129,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",13,"0.8 miles","City centre","2.1 miles","Donauturm","Landstrasse",85,"price for 1 night","Vienna",3,3.5,183,"_ACCOM_TYPE@Hotel","3.5 /5",1,22130,1,"50%-75% offer",2017,11,0,0
"Austria","Vienna",18,"0.7 miles","City centre","2.2 miles","Donauturm","Landstrasse",184,"price for 1 night","Vienna",4,4,5,"_ACCOM_TYPE@Apartment","4.5 /5",1,22131,1,"1-15% offer",2017,11,0,0
"Austria","Vienna",497,"1.0 mile","City centre","3.3 miles","Donauturm","Landstrasse",137,"price for 1 night","Vienna",4.5,4,1060,"_ACCOM_TYPE@Hotel","4.1 /5",0,22132,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",503,"1.1 miles","City centre","3.3 miles","Donauturm","Landstrasse",116,"price for 1 night","Vienna",4.5,4.5,1591,"_ACCOM_TYPE@Hotel","4.5 /5",0,22134,1,"1-15% offer",2017,11,0,0
"Austria","Vienna",70,"1.1 miles","City centre","3.3 miles","Donauturm","Landstrasse",157,"price for 1 night","Vienna",2,3.5,52,"_ACCOM_TYPE@Apartment","3.7 /5",0,22135,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",109,"1.3 miles","City centre","3.3 miles","Donauturm","Landstrasse",110,"price for 1 night","Vienna",3,3.5,529,"_ACCOM_TYPE@Hotel","3.7 /5",1,22136,0,"0% no offer",2017,11,0,0
"Austria","Vienna",171,"0.6 miles","City centre","3.0 miles","Donauturm","Landstrasse",134,"price for 1 night","Vienna",4,4.5,343,"_ACCOM_TYPE@Hotel","4.3 /5",1,22138,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",79,"1.3 miles","City centre","3.3 miles","Donauturm","Landstrasse",79,"price for 1 night","Vienna",4,3.5,77,"_ACCOM_TYPE@Hotel","3.7 /5",1,22140,0,"0% no offer",2017,11,0,0
"Austria","Vienna",13,"1.4 miles","City centre","3.3 miles","Donauturm","Landstrasse",143,"price for 1 night","Vienna",3,NA,NA,"_ACCOM_TYPE@Apartment","4.5 /5",1,22141,0,"0% no offer",2017,11,0,0
"Austria","Vienna",281,"1.0 mile","City centre","3.2 miles","Donauturm","Landstrasse",132,"price for 1 night","Vienna",4,4,1403,"_ACCOM_TYPE@Hotel","4.1 /5",0,22142,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",108,"1.3 miles","City centre","3.5 miles","Donauturm","Landstrasse",68,"price for 1 night","Vienna",4,4,162,"_ACCOM_TYPE@Apartment","4 /5",1,22143,1,"50%-75% offer",2017,11,0,0
"Austria","Vienna",267,"0.6 miles","City centre","2.3 miles","Donauturm","Leopoldstadt",128,"price for 1 night","Vienna",4,4,1437,"_ACCOM_TYPE@Hotel","4.1 /5",0,22144,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",183,"1.5 miles","City centre","1.6 miles","Donauturm","Leopoldstadt",99,"price for 1 night","Vienna",3,4.5,491,"_ACCOM_TYPE@Hotel","4.5 /5",0,22145,0,"0% no offer",2017,11,0,0
"Austria","Vienna",5,"0.9 miles","City centre","1.9 miles","Donauturm","Leopoldstadt",149,"price for 1 night","Vienna",2,NA,NA,"_ACCOM_TYPE@Apartment","2.2 /5",1,22148,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",136,"1.8 miles","City centre","1.0 mile","Donauturm","Leopoldstadt",86,"price for 1 night","Vienna",4,3.5,326,"_ACCOM_TYPE@Hotel","4 /5",0,22149,1,"50%-75% offer",2017,11,0,0
"Austria","Vienna",11,"1.9 miles","City centre","1.4 miles","Donauturm","Leopoldstadt",155,"price for 1 night","Vienna",3,4,28,"_ACCOM_TYPE@Apartment","4.1 /5",0,22150,0,"0% no offer",2017,11,0,0
